Gender,Chain,PaymentMethod,Occupation,Age,FamilySize,Income,PurchaseAmount
Male,Other,Cash,Owners,30,4,25000,105.7
Male,Major A,DebitCard,Owners,45,6,46400,105.67
Female,Major B,Cash,Other,29,4,39800,105.66
Female,Other,Cash,Skilled,41,4,34800,105.64
Female,Major A,Cash,Retired,28,1,26900,105.62
Female,Regional A,Other,Other,34,3,4700,105.59
Male,Major A,DebitCard,Professional,75,3,55500,105.59
Female,Major A,Cash,Owners,21,2,38700,105.55
Male,Major A,Cash,Skilled,46,2,32100,105.5
Female,Major B,Cash,Other,31,2,700,105.46
Male,Other,StoreCard,Owners,30,2,62100,105.45
Female,Major D,StoreCard,Owners,52,3,50800,105.43
Male,Other,Check,Professional,44,5,22200,105.42
Female,Major B,Check,Other,43,2,12750,105.41
Female,Major B,Cash,Owners,25,4,4200,105.4
Male,Regional D,Cash,Owners,34,5,39300,105.39
Male,Major B,Cash,Farm,60,4,54600,105.36
Male,Other,Cash,Other,47,4,8450,105.34
Female,Major B,StoreCard,Retired,30,2,16800,105.32
Female,Other,Cash,Other,37,2,19200,105.3
Female,Major A,Check,Other,35,2,0,105.18
Male,Major B,StoreCard,Other,67,2,24800,105.12
Female,Major A,Cash,Professional,37,2,37400,105.1
Male,Major D,Check,Other,36,4,22600,105.05
Female,Regional C,Cash,Retired,43,2,37700,105.04
Male,Major E,StoreCard,Other,54,1,0,105.03
Male,Major E,StoreCard,Other,64,1,36000,105.02
Female,Major D,Cash,Other,23,2,30500,105
Male,Major D,Cash,Other,76,2,0,105
Female,Major A,DebitCard,Owners,27,2,11650,104.99
Female,Major A,Cash,Other,56,6,56100,104.99
Male,Major B,StoreCard,Other,64,1,52000,104.96
Female,Major E,StoreCard,Other,61,1,0,104.93
Male,Major A,Cash,Other,76,3,26400,104.9
Female,Major D,Check,Professional,52,2,0,104.88
Female,Major D,Check,Other,71,3,28700,104.88
Female,Other,Cash,Other,55,3,65000,104.79
Male,Other,Cash,Clerical,33,3,43800,104.79
Male,Regional C,StoreCard,Other,63,2,60400,104.79
Female,Major D,Check,Retired,71,2,26000,104.78
Male,Other,Cash,Military,56,5,54800,104.78
Female,Major A,DebitCard,Service,42,6,22700,104.72
Female,Major D,Cash,Skilled,38,6,83800,104.69
Male,Regional A,Cash,Sales,59,2,45200,104.69
Male,Major D,StoreCard,Sales,29,2,11250,104.68
Male,Regional A,DebitCard,Skilled,67,5,55200,104.68
Male,Major D,Check,Other,40,1,56200,104.66
Male,Major A,Cash,Retired,47,1,0,104.64
Female,Major B,Check,Professional,36,4,22100,104.62
Male,Other,Cash,Service,81,4,20900,104.62
Female,Regional C,StoreCard,Other,24,2,26700,104.61
Female,Regional C,Check,Owners,52,2,38700,104.53
Male,Major E,StoreCard,Other,76,2,42900,104.53
Female,Major B,StoreCard,Owners,69,3,29600,104.52
Male,Major B,StoreCard,Owners,49,2,71900,104.48
Female,Major B,StoreCard,Retired,30,2,14200,104.47
Female,Regional D,StoreCard,Skilled,23,7,15700,104.45
Male,Regional C,StoreCard,Retired,26,2,47000,104.43
Female,Other,Cash,Military,53,2,1300,104.41
Female,Major D,Cash,Sales,56,2,47300,104.35
Female,Major B,StoreCard,Retired,80,2,10250,104.32
Male,Major E,Cash,Professional,23,4,35300,104.32
Male,Major D,Cash,Retired,51,5,38100,104.31
Male,Major B,Cash,Other,64,4,1700,104.3
Female,Regional D,Cash,Other,67,5,75200,104.28
Male,Other,Check,Retired,30,2,11550,104.28
Female,Major E,Cash,Other,56,1,76900,104.23
Female,Regional C,StoreCard,Professional,79,2,40400,104.22
Female,Major D,StoreCard,Owners,59,5,26700,104.15
Female,Other,Cash,Skilled,45,6,2800,104.14
Female,Regional C,Cash,Other,26,1,0,104.13
Female,Major A,Cash,Owners,22,6,49500,104.08
Male,Regional D,StoreCard,Other,57,1,53900,104.07
Female,Major A,Cash,Other,28,3,85100,104.03
Male,Major D,Check,Owners,75,4,85600,104.03
Female,Regional C,StoreCard,Professional,38,3,41400,104.02
Male,Major A,Cash,Service,29,4,55600,103.97
Female,Major A,Cash,Professional,30,1,6950,103.96
Female,Major A,Cash,Other,37,1,88700,103.96
Male,Major A,Cash,Retired,32,1,13900,103.92
Male,Major D,StoreCard,Owners,30,2,63800,103.88
Male,Other,Cash,Other,38,3,90300,103.88
Female,Major A,Cash,Other,27,1,5300,103.75
Female,Major A,Cash,Professional,37,3,52500,103.74
Female,Major B,Check,Professional,59,3,44400,103.73
Female,Regional D,StoreCard,Skilled,80,5,43000,103.73
Male,Major B,StoreCard,Other,47,1,2400,103.72
Female,Other,Cash,Other,44,1,0,103.71
Female,Major A,Cash,Service,39,2,500,103.68
Male,Major D,StoreCard,Service,43,1,3200,103.67
Male,Regional C,Cash,Other,35,2,35100,103.64
Female,Major B,DebitCard,Professional,41,2,28300,103.59
Male,Major A,Cash,Professional,47,2,47500,103.58
Female,Regional C,StoreCard,Professional,62,3,5000,103.5
Female,Major A,Cash,Other,53,1,66400,103.5
Male,Major A,Cash,Other,76,1,13000,103.5
Male,Major A,DebitCard,Retired,23,7,19600,103.49
Female,Major D,Check,Professional,42,4,18900,103.45
Male,Major E,Cash,Retired,34,2,50900,103.45
Male,Major B,StoreCard,Owners,68,4,12600,103.44
Male,Major E,StoreCard,Owners,31,4,45600,103.44
Female,Other,Check,Skilled,52,4,13150,103.41
Female,Regional A,DebitCard,Other,69,4,34000,103.41
Female,Major D,Cash,Skilled,39,1,1100,103.39
Male,Other,Cash,Skilled,55,3,2700,103.39
Female,Regional D,DebitCard,Service,51,2,55400,103.38
Male,Major A,Cash,Other,37,4,43400,103.38
Female,Major A,Cash,Owners,74,5,20100,103.35
Female,Other,StoreCard,Owners,59,5,24700,103.34
Female,Major D,DebitCard,Professional,65,1,52400,103.32
Male,Major A,Cash,Other,31,3,42300,103.32
Female,Major A,Cash,Other,41,2,51900,103.3
Female,Major B,StoreCard,Professional,66,2,26600,103.28
Male,Major A,DebitCard,Owners,45,6,50300,103.26
Female,Major A,Cash,Owners,47,3,48100,103.23
Female,Regional C,DebitCard,Other,49,1,63700,103.23
Female,Regional C,Cash,Sales,26,3,59600,103.19
Female,Major B,StoreCard,Skilled,30,1,45900,103.17
Male,Other,Cash,Other,57,1,10050,103.14
Male,Major B,Cash,Owners,42,5,44400,103.14
Male,Major B,Check,Professional,27,1,57600,103.13
Female,Major B,Cash,Service,25,6,13450,103.12
Male,Major A,Cash,Professional,47,3,0,103.12
Female,Major D,Check,Other,32,2,64400,103.1
Female,Major A,DebitCard,Owners,39,4,85500,103.09
Male,Major A,Cash,Owners,39,4,4450,103.09
Male,Regional C,Check,Other,43,2,0,103.08
Female,Other,Check,Retired,31,2,17600,103.02
Female,Regional C,Cash,Retired,20,2,25000,103.01
Female,Regional C,StoreCard,Professional,22,1,24400,102.99
Female,Major B,Check,Owners,38,2,14450,102.97
Female,Major E,Cash,Clerical,40,1,57300,102.96
Female,Major D,Check,Professional,54,2,86300,102.92
Male,Major A,Cash,Other,68,1,56300,102.91
Female,Other,Check,Sales,63,3,85100,102.88
Male,Other,Cash,Retired,47,2,67200,102.88
Female,Major A,Check,Retired,71,5,51200,102.87
Male,Major E,StoreCard,Skilled,34,3,73200,102.87
Female,Major B,StoreCard,Other,56,1,87000,102.86
Female,Regional D,Cash,Other,31,1,7000,102.8
Female,Major A,Cash,Service,78,2,32400,102.8
Male,Major E,StoreCard,Retired,42,2,4200,102.78
Female,Major A,Check,Other,34,2,36200,102.77
Female,Major B,StoreCard,Other,42,1,34600,102.75
Male,Major A,DebitCard,Service,38,2,37500,102.75
Female,Major A,Cash,Other,56,1,60100,102.74
Male,Major A,Cash,Professional,53,2,18000,102.73
Male,Major B,Cash,Other,76,1,64900,102.73
Male,Major E,StoreCard,Professional,24,2,36700,102.72
Male,Other,Check,Professional,37,3,3100,102.71
Female,Major B,Cash,Other,29,3,76100,102.68
Male,Major D,Check,Skilled,44,3,68300,102.68
Female,Major A,Cash,Retired,51,2,88400,102.67
Female,Regional C,StoreCard,Sales,49,3,0,102.66
Female,Regional D,Check,Other,33,1,29200,102.64
Female,Major D,Cash,Skilled,52,2,800,102.63
Female,Major A,DebitCard,Skilled,35,5,85200,102.63
Female,Major E,StoreCard,Owners,26,2,21900,102.59
Male,Major A,Cash,Retired,64,2,36500,102.57
Female,Major E,Cash,Other,44,3,91300,102.53
Male,Major B,Cash,Service,34,4,30900,102.53
Male,Major B,Cash,Other,75,1,27000,102.52
Male,Major A,Cash,Service,70,2,19000,102.51
Male,Major B,StoreCard,Skilled,66,1,37900,102.5
Female,Major A,Cash,Other,27,4,50800,102.49
Male,Major A,Cash,Retired,40,1,45100,102.47
Male,Major A,Cash,Service,40,4,18450,102.45
Male,Major A,Cash,Other,40,3,2800,102.44
Male,Major B,Cash,Professional,47,2,9850,102.44
Female,Major A,Cash,Professional,65,8,27300,102.42
Female,Major B,Check,Retired,50,4,54200,102.42
Female,Major B,StoreCard,Other,57,1,56100,102.38
Female,Major B,StoreCard,Professional,43,3,12950,102.35
Female,Major D,StoreCard,Other,32,3,28200,102.34
Male,Major A,Check,Sales,40,4,30300,102.34
Female,Regional D,DebitCard,Other,75,1,59700,102.32
Male,Regional C,Cash,Professional,48,4,40200,102.32
Female,Major D,Check,Other,45,1,28800,102.27
Female,Major A,Cash,Laborer,43,4,83000,102.25
Male,Major B,Cash,Other,44,3,60200,102.22
Female,Regional D,StoreCard,Other,27,6,0,102.18
Female,Major A,Cash,Professional,43,3,57700,102.18
Male,Other,Check,Retired,45,2,40900,102.15
Male,Regional C,StoreCard,Other,73,3,0,102.13
Female,Major A,Check,Other,35,2,4000,102.12
Male,Major A,DebitCard,Owners,28,4,56100,102.12
Female,Other,Cash,Other,38,2,50600,102
Female,Other,Cash,Professional,66,2,9550,101.98
Female,Other,Cash,Other,41,2,34900,101.96
Male,Major A,Cash,Other,27,2,24100,101.95
Female,Other,Cash,Retired,80,2,16000,101.93
Female,Regional C,StoreCard,Owners,19,2,62800,101.89
Female,Major A,Cash,Owners,36,6,84800,101.89
Male,Other,StoreCard,Service,50,3,36600,101.88
Female,Major B,Cash,Other,35,2,31500,101.82
Female,Major B,Check,Military,68,3,67200,101.82
Male,Major B,StoreCard,Skilled,65,3,71700,101.79
Female,Major D,Check,Professional,71,3,38800,101.77
Male,Major B,Cash,Retired,36,3,89600,101.76
Female,Regional D,StoreCard,Owners,41,2,0,101.75
Male,Major D,StoreCard,Skilled,51,5,0,101.75
Male,Major A,Cash,Other,73,2,45500,101.74
Male,Major B,StoreCard,Professional,29,5,50300,101.73
Female,Major B,Cash,Other,54,2,16050,101.72
Female,Major E,Cash,Skilled,53,2,31200,101.72
Female,Major D,Check,Retired,75,2,14900,101.69
Male,Major A,Cash,Retired,24,2,50400,101.68
Female,Regional A,Check,Professional,21,3,28100,101.66
Male,Major E,Check,Retired,44,1,87100,101.66
Female,Major B,Check,Retired,74,2,88900,101.64
Male,Major D,Cash,Skilled,68,3,9100,101.63
Female,Major B,Check,Sales,64,2,31000,101.57
Female,Regional C,Cash,Retired,44,4,23800,101.56
Female,Major E,StoreCard,Professional,38,2,46400,101.54
Female,Major D,Other,Skilled,32,2,50800,101.53
Male,Other,Cash,Other,24,5,26700,101.52
Female,Major A,Cash,Other,22,1,21600,101.5
Female,Other,Cash,Other,48,2,82900,101.5
Male,Major E,Cash,Other,54,2,69000,101.46
Female,Other,Cash,Other,34,1,57300,101.44
Male,Major A,DebitCard,Skilled,25,4,18000,101.43
Female,Regional C,StoreCard,Other,30,1,56200,101.41
Male,Major D,StoreCard,Other,44,2,72300,101.39
Male,Major B,Cash,Other,25,5,12550,101.33
Male,Major D,StoreCard,Retired,46,4,84200,101.33
Female,Regional B,Cash,Other,34,2,31800,101.3
Female,Major A,Cash,Retired,33,1,34500,101.29
Female,Other,Cash,Other,81,2,28700,101.26
Female,Major B,Check,Other,59,2,38900,101.2
Male,Major B,StoreCard,Other,67,2,23800,101.17
Female,Regional C,Check,Retired,36,2,84900,101.15
Male,Major B,StoreCard,Professional,62,2,46500,101.12
Male,Major D,StoreCard,Skilled,51,5,53800,101.09
Female,Other,Cash,Professional,34,3,38600,101.05
Female,Major B,Cash,Clerical,36,2,41300,101.04
Female,Major E,StoreCard,Owners,64,4,8150,101.03
Male,Major A,Cash,Retired,40,1,42900,101.02
Male,Major A,Cash,Other,43,2,85900,101.02
Female,Other,Cash,Retired,67,1,5350,100.98
Female,Regional B,Cash,Retired,37,3,11050,100.96
Female,Major E,StoreCard,Skilled,41,4,85100,100.93
Female,Other,Cash,Retired,37,2,51000,100.92
Male,Major D,Check,Owners,91,4,20400,100.92
Male,Regional D,Check,Military,59,4,9850,100.91
Male,Major D,Check,Retired,28,2,25200,100.88
Male,Major D,Cash,Skilled,26,3,34900,100.87
Male,Major E,Check,Clerical,62,2,85100,100.86
Female,Major A,Cash,Retired,79,3,14300,100.85
Female,Regional C,Check,Professional,62,4,43000,100.85
Female,Other,DebitCard,Professional,67,3,89900,100.84
Male,Major D,StoreCard,Service,73,3,19700,100.83
Male,Major D,DebitCard,Skilled,32,5,55600,100.81
Female,Regional C,Cash,Other,51,5,3600,100.77
Male,Major B,Cash,Other,43,1,0,100.74
Male,Major E,DebitCard,Skilled,36,3,45400,100.73
Male,Regional A,Cash,Other,44,4,10450,100.71
Female,Major A,Cash,Skilled,36,6,84000,100.7
Female,Major A,Cash,Professional,47,2,51900,100.69
Male,Major D,StoreCard,Owners,26,2,25300,100.68
Male,Other,Check,Retired,70,2,47200,100.68
Female,Major B,Cash,Other,28,4,0,100.66
Female,Other,Cash,Other,69,1,13200,100.65
Female,Major A,Cash,Retired,63,2,12600,100.64
Female,Major B,Cash,Service,37,1,26300,100.59
Female,Major B,Check,Other,29,3,52300,100.57
Male,Major D,Cash,Skilled,43,6,86000,100.57
Male,Major A,Cash,Other,38,1,59000,100.56
Male,Major A,Cash,Service,64,4,15700,100.53
Female,Major D,StoreCard,Service,64,4,1700,100.52
Female,Major A,Cash,Retired,30,1,27900,100.52
Male,Minor B,Check,Professional,26,2,1300,100.5
Female,Major B,Cash,Professional,61,4,26800,100.48
Male,Regional B,StoreCard,Other,75,2,40500,100.45
Female,Major A,Cash,Professional,69,3,55900,100.43
Female,Major B,Cash,Other,50,1,0,100.41
Female,Major E,Check,Professional,19,1,50600,100.41
Female,Major B,Cash,Other,29,3,68200,100.38
Male,Regional B,Cash,Owners,24,3,35800,100.38
Female,Major A,DebitCard,Other,64,3,13800,100.37
Female,Major D,Check,Other,65,1,54400,100.32
Female,Major A,Cash,Retired,24,2,58700,100.29
Male,Major E,Check,Professional,49,2,50000,100.29
Female,Major E,Check,Service,48,3,76700,100.28
Female,Other,Cash,Owners,59,3,43100,100.21
Male,Other,Other,Retired,62,1,26200,100.2
Female,Major A,DebitCard,Owners,52,5,32700,100.17
Female,Major E,Cash,Skilled,42,4,20500,100.13
Male,Other,Cash,Other,55,4,59100,100.11
Female,Other,Cash,Other,40,1,0,100.1
Female,Regional C,Cash,Service,59,1,54300,100.1
Female,Major A,Cash,Retired,79,2,90700,100.1
Female,Major B,StoreCard,Retired,45,2,91900,100.08
Female,Major D,Check,Other,30,1,63400,100.01
Female,Major E,Check,Other,52,2,27600,99.99
Male,Major B,Cash,Other,36,3,25700,99.98
Male,Major A,Cash,Retired,76,2,24100,99.98
Female,Major E,Check,Professional,49,5,19000,99.96
Male,Regional C,StoreCard,Owners,62,2,3200,99.96
Female,Major E,StoreCard,Other,39,3,67500,99.94
Female,Other,Cash,Sales,58,2,55400,99.92
Female,Major B,Cash,Other,30,1,19800,99.87
Male,Major B,StoreCard,Retired,22,1,7050,99.87
Female,Major A,Cash,Service,43,4,46700,99.83
Male,Major D,Check,Retired,43,1,0,99.8
Male,Major E,Cash,Professional,60,2,63800,99.76
Female,Major B,Cash,Other,36,2,56200,99.71
Female,Major A,Cash,Other,77,2,27200,99.7
Female,Major A,DebitCard,Professional,36,3,70100,99.7
Male,Major D,Check,Retired,71,2,23600,99.7
Male,Other,Cash,Other,51,2,67000,99.69
Female,Other,Cash,Other,74,4,7550,99.68
Male,Other,Cash,Retired,28,2,18000,99.63
Male,Major A,Cash,Professional,23,6,17900,99.56
Female,Major B,StoreCard,Retired,30,3,0,99.54
Female,Major D,Cash,Retired,39,1,45200,99.49
Male,Major B,Cash,Other,57,4,5500,99.46
Male,Regional A,StoreCard,Laborer,62,2,52900,99.45
Male,Major B,StoreCard,Other,28,2,13550,99.43
Female,Major D,Cash,Other,33,2,1100,99.42
Male,Major B,Check,Owners,29,6,25600,99.36
Male,Regional D,Cash,Skilled,27,9,37500,99.36
Male,Regional A,Check,Service,47,3,23100,99.33
Female,Other,Cash,Other,67,5,32900,99.32
Male,Major B,StoreCard,Professional,52,2,2200,99.32
Male,Major D,Cash,Owners,86,2,32300,99.31
Female,Major E,Check,Other,25,1,3500,99.27
Female,Major E,StoreCard,Other,40,2,72200,99.27
Female,Major B,StoreCard,Retired,37,2,500,99.25
Female,Major B,StoreCard,Other,56,1,23500,99.24
Male,Other,Cash,Other,33,4,300,99.24
Male,Regional C,Check,Professional,60,4,13300,99.23
Female,Major B,Cash,Other,73,2,23000,99.22
Female,Regional C,Cash,Other,81,5,58000,99.21
Female,Major B,Check,Service,36,5,39000,99.16
Female,Major A,Cash,Retired,55,2,83400,99.16
Female,Other,Cash,Other,36,1,63300,99.12
Female,Major B,Check,Other,54,1,88900,99.11
Female,Major B,StoreCard,Clerical,49,3,35500,99.1
Male,Major B,Cash,Owners,23,5,21300,99.1
Female,Regional C,DebitCard,Other,54,3,51400,99
Male,Regional A,Cash,Other,65,1,52500,98.96
Female,Major A,Cash,Other,28,2,12500,98.92
Female,Major B,Cash,Owners,57,4,0,98.91
Male,Other,DebitCard,Sales,28,3,28100,98.91
Female,Major D,DebitCard,Service,81,4,1400,98.89
Female,Regional D,Cash,Retired,62,2,14250,98.87
Male,Regional C,Cash,Other,33,1,28700,98.87
Male,Other,Check,Professional,42,2,35300,98.87
Male,Major E,Cash,Owners,28,3,33500,98.87
Female,Regional C,Cash,Other,35,1,11250,98.84
Male,Major D,DebitCard,Professional,57,2,92200,98.82
Female,Major A,Cash,Owners,35,2,56200,98.79
Male,Major A,Cash,Owners,71,2,34900,98.78
Male,Major B,Cash,Other,36,1,86500,98.78
Male,Regional B,Check,Other,66,1,88000,98.78
Female,Other,DebitCard,Skilled,40,5,2700,98.76
Male,Major A,Cash,Retired,63,2,37000,98.76
Female,Major A,Cash,Owners,20,2,17350,98.7
Male,Regional C,Check,Other,33,1,12650,98.66
Female,Major B,StoreCard,Retired,30,2,16500,98.65
Male,Major B,Cash,Other,33,2,53700,98.64
Female,Regional C,Check,Owners,43,5,92100,98.63
Female,Major E,Check,Other,33,3,20700,98.62
Female,Other,StoreCard,Service,34,4,29200,98.62
Female,Major B,DebitCard,Other,36,2,39300,98.61
Male,Major B,StoreCard,Other,28,2,14650,98.6
Male,Major B,Cash,Professional,86,4,41100,98.6
Male,Other,Cash,Professional,25,3,30500,98.59
Female,Regional B,StoreCard,Owners,57,2,51400,98.58
Male,Major D,Cash,Retired,43,2,17900,98.58
Female,Major A,Cash,Other,57,2,0,98.57
Female,Major D,StoreCard,Clerical,39,2,62000,98.57
Female,Major E,StoreCard,Owners,41,2,0,98.56
Male,Regional C,Check,Other,53,4,300,98.54
Female,Major D,Check,Other,43,1,33100,98.52
Female,Major A,Cash,Other,20,4,19900,98.5
Male,Major D,Cash,Retired,41,2,18700,98.49
Female,Major D,StoreCard,Service,73,3,19700,98.47
Male,Major A,Cash,Other,72,2,10250,98.45
Female,Major D,Cash,Other,29,1,43000,98.41
Male,Major D,Check,Other,26,4,19100,98.35
Female,Major E,Cash,Other,77,1,0,98.34
Male,Major B,Cash,Professional,65,1,57100,98.32
Female,Major B,Cash,Retired,37,1,31800,98.31
Male,Major B,StoreCard,Professional,62,2,38800,98.3
Male,Regional A,StoreCard,Skilled,31,4,87700,98.25
Female,Major A,Cash,Clerical,33,2,31600,98.24
Female,Major B,StoreCard,Owners,79,4,15350,98.23
Female,Major A,DebitCard,Professional,75,3,57000,98.23
Male,Major B,StoreCard,Service,47,2,0,98.21
Female,Regional C,Cash,Other,35,1,73300,98.2
Female,Regional C,Cash,Retired,30,2,6700,98.15
Male,Major A,Cash,Other,78,1,21100,98.15
Male,Other,Cash,Retired,67,4,45000,98.15
Male,Regional B,Cash,Retired,36,2,0,98.13
Female,Major E,StoreCard,Retired,23,2,56100,98.12
Female,Major E,Cash,Other,25,1,34800,98.06
Female,Major D,Check,Retired,78,2,13650,98.05
Female,Regional B,StoreCard,Owners,57,2,50600,98.03
Male,Major A,DebitCard,Skilled,72,3,5250,98.01
Male,Major D,DebitCard,Laborer,50,4,64500,98.01
Female,Major B,StoreCard,Service,61,5,18000,97.97
Female,Major B,StoreCard,Sales,42,4,39000,97.95
Male,Other,Check,Service,46,2,17500,97.95
Female,Regional C,Cash,Professional,45,4,72900,97.93
Male,Major E,Check,Professional,26,1,13450,97.93
Female,Regional C,Cash,Owners,38,4,47100,97.9
Female,Major E,StoreCard,Skilled,19,4,27100,97.85
Male,Major A,Cash,Owners,50,4,73800,97.84
Female,Major B,StoreCard,Professional,45,2,55600,97.82
Male,Major A,Cash,Professional,27,2,46300,97.77
Male,Major D,Cash,Professional,39,1,58100,97.76
Female,Other,Check,Service,19,3,11850,97.74
Male,Other,Cash,Military,74,4,21500,97.73
Male,Minor G,Cash,Other,81,2,22600,97.7
Female,Major D,Cash,Service,47,2,0,97.67
Male,Regional D,StoreCard,Retired,47,4,35000,97.67
Male,Regional A,Check,Professional,42,4,58700,97.67
